Unnamed: 0,tweet,target
415,"And I walk around the house and sometimes I think just momentarily that she'll be back to take care of this or that. And I realize she'll never be back. She didn't go away on a trip. She didn't go away on vacation, she's not at work. She didn't go to the store.",1
2974,"Even though it is raining, sun will shine AndrewGoldman_I wisdom think philosophy knowledge life happy joy best",0
1996,watching my sister's keeper this late was not my best idea,0
1270,When i just keep hating my life due the others that put an extreme pressure on me...,1
1216,Why must my mother marry this man,1
988,All I want for Christmas is my daughters to come home ?? is that to much,1
2268,"Watching Air Force One, good film but not paying much interest in it. Feel too rough",1
1763,is a harsh illness I'm a sufferer n wen your at your lowest it's hard to get back up again if u do have depression tell someone,1
484,Well after inviting everyone... No one is coming....,1
873,Strange Fruit. Wow. The story of what America was and what it can be. brilliant soyouthinkyoucandance,0
2348,No idea what to say to myself,1
375,Yall hoes better learn how to hip-hop dance and stop shaking yall ass all the time,0
751,First class of the day ; I have the hottest professor god is good,0
608,If medical doctors could be trained to assess loneliness and have more places to refer their lonely patients to (other than the pharmacy for their anti-depressant) we may be able to calm the tsunami of loneliness in our country. pic.twitter.com/sIePoRLeRV,0
1569,"people may have problems concentrating, remembering details or making decisions, and may contemplate, attempt or commit suicide.",0
918,is more harmful than you may think! pic.twitter.com/LBHOUTajtK,0
1932,Not even in a sexual way but Im just craving affection because I feel like crap. I just want someone to hug me for a couple of hours and tell me Im going to be okay.,1
2833,"People experience , in old age, for living alone or due to lack of close family ties and connections. pic.twitter.com/dlGIALueNn",0
1500,Depression bit me so hard it took me months to get back on social media,1
1114,A whopping nine% of adults in America are depressed. Another three.four% are deeply depressed. Let's Talk!,0
177,"Anyway, I walk around the house, and I try not to look at things, try not to think of her. But that's all I can do. All I do is feel this deep pain, this deep longing. I see her again. I remember when I was in Germany, and she left.",1
27,If youre youre living in the past. If youre youre living in the future. If youre at youre living in the present,0
2754,If is an issue for you tonight then call the Samaritans (one hundred and sixteen one hundred and twenty-three) or Breathing Space (eight hundred eighty-three eighty-five eighty-seven),0
1571,; are total entertainment on brilliant sofunny myfaves,0
3012,"Current mood: Jealous of bears... or Snow White... or Rumplestiltsken. I just want to sleep for a few months, ok?",1
1097,fallen for the temptation that is brilliant show! hilarious,0
2493,"Once she said you are my world, now she is saying not only you exist in the earth. pain heartbreaking",1
116,Can't stop listening to the album so beautiful pic.twitter.com/NoKZzeroeoneHlp,0
1627,"do you feel ? ? ? direct message me, i would love to interact with you guys ??????",0
2394,"Just seen recent pics of Liz Hurley in swimming costume , she looks amazing beauty",0
2666,"When I don't have anything to distract me, I just find myself peering down the balcony and seeing my bloodied self on the ground.",1
1006,"Hi Miguel, that's awesome! Thank you very much for updating us! -Claire",0
294,"When bad dreams come true, got me feeling like Crapulet",1
2116,????? ??? ???? ????. vs,0
2834,I know it's only pretend but Steve's story is really upsetting me,0
2349,Can't believe this Christmas is going to be a repeat of last year.,1
1972,why am i so ?.oh thats right Im writing .,0
785,Have u ever felt so u feel like u have to throw up twenty-four/seven ????,1
1514,You hold my every moment you calm my raging seas you walk with me through fire and heal all my disease,0
142,Getting on the jd and coke,0
251,Ke na le problem le guys... there are way too many of us in the world to have some people find themselves lonely and alone.,1
2771,"Anxiety in the heart of man causes depression, But a good word makes it glad. Proverbs twelve:twenty-five",0
229,I want this to be a good day but this monster keeps pushing me down,1
1257,If I don't say goodbye that means you'll see me again maybe not right away but we'll meet again,0
3178,To get close to another you have to take off your armor. It takes more to be soft than tough. reduces,0
1201,"Nole, you just can't go easy on a girl's heart can you? Wimbledon",0
2716,Truth is.... I loved you so much. And you broke my heart.,1
844,Ive done enough today time two he,0
1772,Well I've made the step towards a better two thousand and fifteen by admitting I need help,1
1951,Good morning Amy smiles It's good to be a fan.,0
6,Learning to pretend to have a good time had become a natural skill. I hope one day it is genuine,1
468,Improve on the makeup dear to avoid reduction in viewership...,0
3091,I made two loafs of bread and ate half of one for lunch. that's enough productivity for one day,1
2106,Moto x play showed software update but only security update(sixty-sixmb) ...no ..,0
2827,Reading and watching the fault in our stars in the space of a week wasn't the best idea ??????,0
877,Music is my refuge. I can crawl into the space between the notes and curl my back to loneliness. pic.twitter.com/aneightNoNTBsixr,1
506,"My Anxiety Disorder, PTSD, Depression are real and today I am battling. My happiness is fading and my brain is messing with me so badly, Ive been trying hard not to cry, trying hard just to stay positive but I am struggling.",1
532,If I stay got me feeling some type of way ???????????,0
2841,"A review of my book faulted me for spending so much time on Webster's introductory front matter. But I had to, brilliant!",0
2095,I give up! simples unhappy fedup,1
1279,Wondering whether Flight travelling is safe? How can a plane just go missing?,0
1327,Maybe I won't see two thousand and seventeen. I don't know.,1
681,This is the day the Lord hath made! I will rejoice ; be glad in it!,0
2098,"If there is no God, then there is no purpose, it is why the soul is sucked right out of a man, who doesn't know God...",0
1505,"I'm very unhappy, I don't have a girlfriend, I don't have a Boyfriend and I don't Like where I live",1
845,"God, people victimize me and put me down. Like what did I do to you? Are u jealous or? My whole life man like why fkin me",1
99,Can I just stay in bed and do nothing? I'm not feeling life today...,1
3073,"Just woke up because let's be real, can't be upset or angry if you just sleep all day.",1
1517,I feel like I'm waiting for something that isn't going happen. pic.twitter.com/duOthreexqIPNE,1
2942,What an innovative way for admin to see what's going on in classrooms! leadup awesomeness,0
2982,"lonely is not being alone, it's the feeling that no one cares. alone depressed anxiety",1
2949,Have you ever been devoid of touch for so long that even a touch on the shoulder could send you into tears?,1
3102,For those who struggle w/ they need those of us who are . And when the hopeful struggle we need to find our way back...,0
2513,Had the best week w my ppl but wish there didn't have to be another goodbye,0
586,"Just a thought, have I become afraid of things, safety in routine, what I know? ?",1
778,I need an IBF and takers...,1
2291,"Therapy is all screwed up during the holidays, left me feeling out of sorts worse than the holidays themselves",0
2142,Why is tomorrow Monday??? and LOL,0
512,I've just ate five bags of sweets. WHAT IS LIFE,1
1677,"how they seemed to be trying to get people who ask me to block them, but I'm guessing it would be more like",0
676,twoAM where do i begin? crying off my face again.,1
1067,"Wow, only nine out of sixty pages left in my first full art book :O amazing",0
1641,"Probably, the way you converse...sounds funny, and I can't suppress a giggle.",0
2847,a bright and early session this morning before work! fullbody ldnmladies surprised that it actually helped reduce my doms,0
1732,Perpetrators admit that it was never the fault of the victim. Scarred and faultless are the victims of sexual violation.,0
812,I know Christmas isn't about gifts but honestly I got my sister a tablet and she got me a ring light for my phone ??????,0
2290,That moment you miss someone and hurting over the memories and when you got a crush and looked like an idiot going to his dad for his number cause you don't know how to talk to him and looked like a bigger idiot asking to be good friends,1
598,surrounded by winter and constantly aware of it (,1
1861,Feeling a lil joyless and miserable now tho ???,1
2494,I've been impressed by Karanka at Middlesbrough. Of course we'll stick with Martinez until he decides to leave. Becoming,0
16,Carly ; Theo Blair! Carly was camera shy but still enjoyed playing with her brother here at The Dog House Pet Resort!,0
2247,today is my last day of cipralex - now on to the next drug ...??,1
2066,That moment when u really need a hug bt u alne and ts midnyt...will jus hug a pillow instead..,1
2844,damn dave chapelle's new netflix collection is fucking hilarious i love him sm,0
3086,"Im home . Feeling very low, and unwanted especially by my own family.Feeling very !!",1
3005,At this point Im just workin to die.,1
1454,"Feeling a little depressed this evening, was wondering if this was connected to my little drink or just coincidence",1
2345,Jus when something makes you happy it fucking puts you right back in your place,1
1312,"lol, I have my awesome moments here ; there! Also shared it with a blogger friend of mine too.",0
2233,I feel so mentally tortured right now. Dunno what to do and Feel completely out of control.,1
1770,So my blood pressure is back up,1
700,"Love your new music Chris!!!It's otherworldly, like you!! awesomeness",0
357,Super depressed for no reason! Yaayyy. Screw my life lol,1
2477,"six+ yrs of saving and my eye sight staying the same, i was excited for ... Just found out; im not a candidate. very",1
1024,"I don't want to be here anymore, and nobody would care if i did go, so why am I still here?",1
2171,Damn braids snatched out my edges ????????,0
1658,"I didn't know, that there existed such sheer and utter joy and contentment, as that which I am now experiencing. grateful",0
955,"Most of the time those who suffer with disorder spend it in , not in mania or hypomania.",0
2598,People know your serious now brother! awesome,0
481,Why is my life so cruel?????,1
2820,hi sorry ive been so inactive lately ive been,1
401,At last something honest and noble utterly despairing but somehow full of hope,0
271,jfc ANOTHER bad morning I dont even have anything to be depressed about oh hang on leaving me to fester under the poverty line for ten years,1
1249,Amazing how folks are foaming at the mouth to judge. We're happy for you !!!!!!!!!!,0
305,In the gym trying to clear my mind.,0
2425,"I can't get the images of out of my mind. Everywhere was busy. It's not like there's no money around, more like there's no will to change the status quo.",0
2410,"I follow this famous chick on snap and she put 'I'm snapping back' ; next snap says 'dudes stop sending your peepees, it's not cute.'",0
2859,My : Being the nicest I can to other people. And making my bitch this year.,1
1922,Good Morning to you as well Miss Jordan!! Have a cheerful day!,0
828,If my life is goin to continue bein this boring then am definitely not ready for two thousand and seventeen,1
1651,Why did I have to run into the one person in thos world I don't wanna see today? I just want my peace!,1
891,"Christmas means ""Love Actually"" for me. ???????",0
1554,Not making any plans to go out tonight is already proving to be a regrettable decision...,1
13,Good morning Margo! We arehave a terrific Tuesday dear,0
1173,First yr not being around my dad on da holidays n it's breaking my heart I wish he just call me that's all i want four Christmas,1
2489,No one understands me... myself included...,1
2939,"I cant have any friends anymore fr. I just got voice banned on xbox and the reason he put was ""Killed and danced on me in Fortnite"". ??",1
2460,And all the bullshit in your live ends and nothing will bother you ever again depression,1
652,"physical wounds heal, people forget what happened to you, how hard you have to fight the demons inside every day. I wish people could see how hard every day is for have one/six of my brain missing, some days are bad... pic.twitter.com/sixdeightIwVHsfG",1
2737,Up at four:thirtyam for an airport run and I'm not even going on holiday!,0
2938,Sleep is my drug. My bed is my dealer. My alarm is the cops. School is the jail. TeamFollowBack,0
1191,is dangerous and deadly; hopeless people has nothing to loose. sure children and young people are nurtured to be hopeful and see the beighter side of life. RRM.,0
1857,Been feeling pretty shitty all day. I put it down to a busy week but I think it's just been an off day!!!So I have had a hot shower washed and conditioned my hair put on a boxset still feeling shitty but I'm trying!!,1
88,happy birthday cuzy xxx,0
2168,"When I meditated and was healthy, i was much happier and contented...when I had my stroke in the ninety's, less so. With my maladies and burnout last decade, even more less so. The was pervasive. Discovering this technique gave me some emotional control back... pic.twitter.com/YSsixsWOvlrthree",1
1266,"Sometimes tears are hard to dry wanting only to say goodbye, there's too much to do so let this life live for you. ?",0
1710,"I dreamt the other day when I would see her again and be with her. At least see her again. I finally got to in two thousand and seven. It took us two weeks to decide we loved each other still... looking at the old emails. Or less than two weeks, I don't know.",1
397,Rabbit races ... .. simply perfect! \n\nSo glad and are back!,0
2703,Today has not turned out to be a good day. pic.twitter.com/jCGsixEZfourteenEa,1
297,"Quite glad for a spot of rain, and happy it held off until lunch so daughter noone could enjoy circus antics at school this am.",0
1939,"- From December twenty-six, two thousand and twelve - January twelve, two thousand and thirteen Was The Worst eighteen Day's Of My Fucking Life ???",1
2417,"smiles are great investment. The more we collect, the better we feel.. have a nice smiling day... goodmorning",0
2338,", every time somebody tries to do something good, so much is fabricated that common man fails to decipher",1
2549,"may the sadness not pull you in the void, may you speak your mind and let your feelings show, but sometimes you are numb to joy",0
730,is a choice is a mild side effects u get used to it :) pic.twitter.com/PJxqvRwoneTF,0
1709,"The worst kind of grief, screaming crying, is when it's for no reason other than voices in your head and chemicals in your brain",1
1459,"I feel like I broke myself. I feel fractured and tired and I can't stop blaming myself like a broken record. I'm finding it so difficult to just survive, but I am surviving and so are you. I guess we can do this",1
2015,i'll never delete someone off facebook. it gives them a satisfaction that someone intimidated and i most certainly am not.,0
1508,Guys!!! Im im leaving Twitter!!! Am blacking out! ???????? pic.twitter.com/twoZPKNJtwoQzA,1
1860,Feeling so down on myself . . I have a lot of work ahead of myself but I need to do it,1
316,I went to church with my mom and a huge chunk of the sermon was basically if youre its because your faith is weak and ... this is why I dont go to church or tell my mom Im on antidepressants ???????,1
2916,I don't know what leads more to and Getting invalidated or getting ignored with crying for help with .,1
570,Be weird. Be happy. Be grateful. Be positive. Be open minded.\rlove bliss success,0
424,Well that's funny cause we all know she is a serious Russian mafia atty,0
557,Dwight Howard been playing like his girl broke up with him or something,0
1551,cannot believe i finished all six seasons of gossip girl in a week.,0
935,Tonight ended exactly how I didn't want it to,1
573,Silence might be suffocating and unbearable but you can't deny its comfort when you need it the most.,1
1827,Happy worldfringeday I can't think of a more appropriate year to perform at the for the first time with,0
2632,Lady singing really loudly with headphones on making everyone giggle train journey smile,0
310,"Dont sink to the level of those who insult you. Rather, rise to the level of those who inspire you. Deliver result, not insult",0
1158,Getting ready for night shift tnite!!,1
1606,"There are parts of you that wants the sadness. Find them out, ask them why",0
2016,Excellent customer service from this morning. Thank you Kharis for your help! CustomerService,0
3162,Wow-he had sooo much talent. glad he is still playing,0
3035,"Fellow sufferers I'm trying to come off and really struggling, any previous success stories to boost me?",1
807,When youre so unbearably lonely that you want to die.,1
1593,Realized that not ever having children has made me .,1
1828,Lord I know this is not of You. Please give me the tools needed to push thru. I refuse to give ntwo the spirit of,1
398,oh how i just love love love glee doing billy joel's numbers!!!!,0
1353,So tired to blend in ??? pic.twitter.com/Sseventy-oneLbfivedNeo,1
3187,Fuck surgery. Fuck laying here watching days pass. I'll just sleep through New Year's Eve.,1
1068,So Im trying to help myself. To understand my depression. Im reading a book named The Chimp Paradox. Amazing book but Ive a lot of therapy to do ?? Brain training. Ill get happy.,1
1050,nobody knows its my birthday am so depressed,0
1872,if anyone has any tips to help me worry less then hmu,0
1685,it sucks that my phone got formatted earlier and all contacts and apps are gone,1
1997,As of August twenty-one- this is the Album of the Year. No question/without a doubt. pic.twitter.com/xvpQPQqvxw,0
2794,Visited with my ex tonight. Not good.,1
3171,Getting a temporary break in the to enjoy Rounda Rousey's loss ??? Abusive bitch deserved it.,0
756,When you feel like a stranger in your own environment. pic.twitter.com/wonesjfourIlSUa,1
2319,Coming up on snap chat so add me asap MATEO_BKNY snapchat,0
2922,"Really excited to see our team this year, and especially moving in the next two-three years when his guys start playing significant minutes.",0
2327,Will start this new year as I did last one... Jobless and skint!,1
1762,"If I did not have to work, I would lay in bed all and talk to no one.",1
2997,"About to have a breakdown, I really need a friend",1
2424,Today I decided to admit to myself that through all that Ive been going through this year Im happy ....,1
1118,First pumpkin coffee of the season this morning! Thank you for an automatic good day! ecstatic pumpkineverything,0
2918,Biggest challenge at this time of year (and many other times) is to not make older people feel old!,0
3014,thirty mins apart. In the second pic I have managed to get my mask on before I left to celebrate new years. pic.twitter.com/vwwWtDsevenvMk,1
2395,Biggest regret till now - Ageing beyond teens!,1
1478,The worst part of working is the due to f'ed up melatonin and cortisol cycles.,1
77,The incredible Dr. David Feifel and I. Wouldn't be alive if it wasn't for this man! Such an amazing person! pic.twitter.com/UWthreeponeyDnineEZ,1
436,I'm cramping so fucking bad but bb boy isn't here to rub my tummy. ???,1
3193,"honestly just wanna watch OTH and have no Netflix to do that, so",0
2192,"Well, I just had the most depressing dream. It was when I finally found a beautiful girl to call my own, and we had a long, lovely kiss. ?? Only to discover.........it was only a dream. ?? Thank you, dream, for messing me up inside with a LIE!",1
12,Our last group of two thousand and sixteen was our new project (even more relevant at this time of year) and they laid on some welcoming festive food pic.twitter.com/AOwwxTDona,0
815,"Despite being physically very unwell this past week, I am mentally feeling very strong right now. Genuinely excited by the opportunity to kick on now and make the most of life. Overcoming one step at a time.",1
2946,Sister and her boyfriend in one bed and here I am by myself in the other ????,1
601,Share your smile today!,0
354,hate seeing a shit photo of yourself and you think 'is that what i really look like'???,1
1003,' A good laugh and a long sleep are the two best cures.' Irish Proverb laughter sleep happiness,0
2184,"Waiting for my ins. to kick in so I can get treated for depression. Until then, for a mere fifty cents I can feed these turtles. They make shit therapists though. They keep telling me to drown myself in their pond so I can become one of them. Its not bad they say ???????????. pic.twitter.com/zeroQJRWUgAPH at McGough Nature Park",1
2213,Happy birthday have a blessed one my G,0
1822,It's time like this that the lord is testing me and I just want give up. Just kill me now!,1
1388,"Starting five positive things exercise,again. It's just writing down five good things that happened. It helps with surviving bad days.",0
1102,"Went to earlier today, didn't feel like buying anything ???.",0
2131,"and hell are exactly alike, except sometimes you get brief respites in hell.",0
558,End of the Obama Administration. pic.twitter.com/RZGeOgsixxHzero,0
1433,IN NEED OF My WAVES and little CURLS,0
2101,No one chooses . Its an illness not a choice.,0
1123,two thousand and eight - two thousand and sixteen has been most uninspiring time in USA history. run amok. Call it .,0
315,"Had to listen to someone tell me how wonderful his Christmas was, dinner, games, etc. Then he asked about mine.",1
741,My Worse Fear About This Whole Thing Has Cane True.???,1
917,"If ""ME"" is too light enough to float in the air , this ""ME"" will fall down to the point called suicide.",1
1235,"Thought about more than once over the holidays, all I seem two be doin is drink and stay in bed",1
1888,Looked at a sparrow and thought about God's eye being on it... shouldnt i find comfort in this?,1
2968,"I'd like wish everyone a Happy Holidays, but I'm alone with no significant other. Fuck me.",1
3101,I'm the wholesome drunk that sends people memes and compliments them at twoam on snap,0
1354,"Bro, you should be smiling you're bring all of us smiles. Share the experience together",0
1660,I can be so emotional... Way too emotional!,1
1784,Beautiful morning at the beach on Anna Maria Island with my wife. vacation blessed happy,0
1741,What's with the frown? Cheer up!,0
2036,"For two thousand and sixteen - Up my game, move out of (since London is too expensive), beat and maybe settle down with someone :)",0
311,A lot of people but they don't know me well.,1
3100,"seulgi, fret not. that's okay!",0
2137,when u want bae to be bae but he caps ur relationship at fam,1
614,one hundred and forty-four ???????????????????? ????????????one??????????????????????????????????two??????????????????????????????????????????? ???????????????????????????????????????????????????????????????....... ??????????????????????????? ?????????????????????????????????????????????????? ???????????????????????????????? ???????????????.......,0
2551,"You look tired, and a bit too quiet.... is it the silence of hopelessness ?",1
3076,"Hopelessness and want to take you down. Dont let them! Let this change your life! CRITICAL SHO READ: and Discouragement are a Curse! Give Them No Place in Your Life! wp.mebpavSn,eic pic.twitter.com/pninedfourWYbthreeJS",0
232,I haven't snuggled my little Uigi in SIX days????????,0
1874,This song on repeat all day pic.twitter.com/bsixlMpVGyPz,0
3163,"Jen, awful funny how the tide has turned on this show! I am elated and amused! Goes from love fest to oh we have collusion!",0
1882,"My littlest brother is leaving for tonight. Only like one-twohours left with him.???????Happy for him, he is moving.",0
951,madly in love with the love of for food. andlt;three andlt;three andlt;three fuckthatis,0
3049,Woke up to my neighbors singing Perfect by Ed Sheeran. My mood has been set.,0
1829,I miss my mom. The dreams are too much.,1
637,This night was supposed to be fun but its really not...,1
2235,I am so sad I have to work on Christmas. My favorite time of year and I'm gonna be working and/or alone in my apartment ??????????,1
1753,Working New Year's Eve ???? Not going to Newcastle tomorrow ???,0
1334,"Seriously missing summer, got my blonde highlights, nude nails and workouts ready for two thousand and fifteen... Oh wait it's fucking -forty-nine degrees out",0
589,I hate my lifeit never going get betterdepression is hellI feel no one understand meI only understand myself,1
961,"Is the clinically ? FT, twenty-two dec. pic.twitter.com/OOpadOAifiveM",0
441,Really thinking about killing myself now,1
159,"And now that Im having the other way around, i feel so upset and sad",1
3058,I feel like my husband are growing more and more apart.,1
3194,Depression is like wearing a one of those weighted blankets- makes it feel real good to lay in bed for sixteen hours but also makes it pretty exhausting to do anything outside of that,1
2401,"God's help for Israel in Isaiah forty-one:ten, is for u today. Dont be afraid or discouraged, He's ur God who will strengthen, help ; hold u up.",0
1544,Cant wear makeup for a while ????,1
2747,No I'm not for my life.,1
91,"We are open all through this for info, advice or even a chat: eight hundred four seventy eighty ninety pic.twitter.com/zerogsixkGdIoPI",0
747,Such an amazing pic,0
2356,can have many different symptoms. pic.twitter.com/CeORRKfncL,0
2710,When you're up $eighty-$ninety and lose it all because you just can't stop<<<<<<<<,1
386,I can't believe a burrito was left on this sink and nobody though to trash it,0
915,Why can't the voices in my head shut up?!,1
2241,lovely!,0
43,I really got a hair cut last night ??,0
1609,I strongly believe in there if for everyone. I haven't met it yet.,0
2888,I'll just stay in bed today,1
2426,"I'm going to keep banging on about this, cos it's true. What you focus on, you get more of. Stop telling yourself you're or . Tell yourself you're happy, strong, confident, powerful. Not only cos you ARE, but cos your brilliant mind listens to what you tell it. pic.twitter.com/gBQnsevenyEjsJ",0
910,"Starting to feel better but still probably take me a couple more days to get better as moods do not go overnight, it sure as heck take some time.",1
2232,"Being so fucking composed all the time is getting tiring, I need to have a mental breakdown at some point",1
1524,"That she feels good, feels no pain, is happy. If there isn't, I'll probably never see her again. Unless there's some other side, like hell. How she may get to that side, I don't know how that would be. She was too much of a saint.",1
447,Why do people have a constant desire to talk to me? Can't y'all just leave me alone to be miserable and wallow in self loathing?,1
147,"Riding the metro into , the feeling of is palpable this morning.",1
412,"For all of those who suffer from and find NYE difficult, I know we can get through it together.",0
3107,Here I go again.. No sleep leads to overthinking. And now I have to deal with people again.,1
370,I had everything and I have nothing.,1
866,Best evening adult drink w/chocolate satisfaction is DARK hot chocolate + chili powder + cinnamon + whiskey delicious,0
461,Didnt find out until later. Ths is the LAST burger I'll eat frm Four Winds in GA. They closed for good... pic.twitter.com/TrAfivecuVqyk,0
2652,the only problem people should have in the morning is burning their tounges on hot coffee (like i just did),0
425,It's arrived and can't wait to read and learn! specialneedsandlegalentitlement twond edition. If it's as good as the onest edition,0
270,Just found out I am only four days younger than Shane Meadows - thank god I've achieved as much as he has!,0
167,Why it's simple to just stop texting,1
1175,Depression sucks getHelp,1
1190,Trying my best to function as a normal human being. Feeling like a zombie.,1
724,I honestly don't even wanna go to work.,1
237,"??, ??? ?????? ?????????????. --- ???????????? ??????? ??????? ???????:) ????????? ????????? ??????? ???????????? ??????? ???????????? pic.twitter.com/GSIrFcABIp",0
